,Number,Autor,Publication,Title,Journal,IF,DOI,Article name,Formula,Cat. compound,Support,"Cat./Support ratio, % (at)",Morphology (TEM/SEM),"Pore size, nm",width min (nm),width aver (nm),width max (nm),length min (nm),length aver (nm),length max (nm),"Cu, % (at.)","Cu+, % (at.)","Cu(2+), % (at.)",Base,electrolyte,"conc, M",pH,RHE vs V,Product,"FE, %","Time, h","Current density, mA/cm2",Type of reactor," Energy efficiency, %",Сarbon efficiency (equivalent to single-pass carbon efficiency (SPCE),"Loading, μg/cm2","Capacitance, (uF/cm2)","ECSA, cm2",R,"BET surface, m2/g"
1512,46.0,,2022.0,Highly Selective Copper-Based Catalysts for Electrochemical Conversion of Carbon Monoxide to Ethylene Using a Gas-Fed Flow Electrolyzer,ACS Catalysis,11.3,https://doi.org/10.1021/acscatal.2c03143,D-Cu2O2M500,CuO,CuO,,100.0,dendritic,,60.0,60.0,60.0,,,,0.0,0.0,100.0,gasdiffusion electrode,KOH,1.0,14.0,-4.2,CO,16.76,,-200.0,Flow cell,,,,380.0,,,
1513,46.0,,2022.0,Highly Selective Copper-Based Catalysts for Electrochemical Conversion of Carbon Monoxide to Ethylene Using a Gas-Fed Flow Electrolyzer,ACS Catalysis,11.3,https://doi.org/10.1021/acscatal.2c03143,D-Cu2O2M500,CuO,CuO,,100.0,dendritic,,60.0,60.0,60.0,,,,0.0,0.0,100.0,gasdiffusion electrode,KOH,1.0,14.0,-4.2,H2,32.96,,-200.0,Flow cell,,,,380.0,,,
1514,46.0,,2022.0,Highly Selective Copper-Based Catalysts for Electrochemical Conversion of Carbon Monoxide to Ethylene Using a Gas-Fed Flow Electrolyzer,ACS Catalysis,11.3,https://doi.org/10.1021/acscatal.2c03143,D-Cu2O2M500,CuO,CuO,,100.0,dendritic,,60.0,60.0,60.0,,,,0.0,0.0,100.0,gasdiffusion electrode,KOH,1.0,14.0,-4.2,C2H4,34.79,,-200.0,Flow cell,,,,380.0,,,
1515,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,H2,31.97,,-16.7,H-cell,,,,8400.0,,,
1516,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CO,9.4,,-16.7,H-cell,,,,8400.0,,,
1517,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH4,1.25,,-16.7,H-cell,,,,8400.0,,,
1518,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H4,15.05,,-16.7,H-cell,,,,8400.0,,,
1519,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,HCOOH,17.55,,-16.7,H-cell,,,,8400.0,,,
1520,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH3COOH,3.13,,-16.7,H-cell,,,,8400.0,,,
1521,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H5OH,7.21,,-16.7,H-cell,,,,8400.0,,,
1522,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C3H6O,6.58,,-16.7,H-cell,,,,8400.0,,,
1523,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C3H7OH,5.96,,-16.7,H-cell,,,,8400.0,,,
1524,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,33.86,,-20.18,H-cell,,,,8400.0,,,
1525,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,6.9,,-20.18,H-cell,,,,8400.0,,,
1526,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CH4,1.88,,-20.18,H-cell,,,,8400.0,,,
1527,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,17.55,,-20.18,H-cell,,,,8400.0,,,
1528,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,HCOOH,13.17,,-20.18,H-cell,,,,8400.0,,,
1529,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CH3COOH,2.19,,-20.18,H-cell,,,,8400.0,,,
1530,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H5OH,7.21,,-20.18,H-cell,,,,8400.0,,,
1531,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C3H6O,5.02,,-20.18,H-cell,,,,8400.0,,,
1532,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C3H7OH,7.21,,-20.18,H-cell,,,,8400.0,,,
1533,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,H2,32.29,,-22.85,H-cell,,,,8400.0,,,
1534,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,CO,8.78,,-22.85,H-cell,,,,8400.0,,,
1535,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C2H4,20.38,,-22.85,H-cell,,,,8400.0,,,
1536,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,HCOOH,14.42,,-22.85,H-cell,,,,8400.0,,,
1537,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,CH3COOH,2.19,,-22.85,H-cell,,,,8400.0,,,
1538,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C2H5OH,8.46,,-22.85,H-cell,,,,8400.0,,,
1539,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C3H6O,5.96,,-22.85,H-cell,,,,8400.0,,,
1540,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.4,C3H7OH,7.52,,-22.85,H-cell,,,,8400.0,,,
1541,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,H2,33.23,,-26.49,H-cell,,,,8400.0,,,
1542,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,CO,6.27,,-26.49,H-cell,,,,8400.0,,,
1543,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,CH4,1.88,,-26.49,H-cell,,,,8400.0,,,
1544,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,C2H4,19.12,,-26.49,H-cell,,,,8400.0,,,
1545,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,HCOOH,15.05,,-26.49,H-cell,,,,8400.0,,,
1546,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,C2H5OH,11.29,,-26.49,H-cell,,,,8400.0,,,
1547,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,C3H6O,1.88,,-26.49,H-cell,,,,8400.0,,,
1548,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.5,C3H7OH,8.46,,-26.49,H-cell,,,,8400.0,,,
1549,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,H2,33.54,,-30.53,H-cell,,,,8400.0,,,
1550,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,CO,6.27,,-30.53,H-cell,,,,8400.0,,,
1551,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,CH4,1.57,,-30.53,H-cell,,,,8400.0,,,
1552,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,C2H4,18.81,,-30.53,H-cell,,,,8400.0,,,
1553,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,HCOOH,17.24,,-30.53,H-cell,,,,8400.0,,,
1554,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,C2H5OH,10.03,,-30.53,H-cell,,,,8400.0,,,
1555,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,C3H6O,3.13,,-30.53,H-cell,,,,8400.0,,,
1556,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NW‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,nanowire,,50.0,125.0,200.0,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.6,C3H7OH,7.21,,-30.53,H-cell,,,,8400.0,,,
1557,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,H2,32.39,,-17.28,H-cell,,,,9750.0,,,
1558,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CO,8.81,,-17.28,H-cell,,,,9750.0,,,
1559,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H4,11.64,,-17.28,H-cell,,,,9750.0,,,
1560,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,HCOOH,24.53,,-17.28,H-cell,,,,9750.0,,,
1561,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,CH3COOH,2.2,,-17.28,H-cell,,,,9750.0,,,
1562,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C2H5OH,5.03,,-17.28,H-cell,,,,9750.0,,,
1563,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C3H6O,6.92,,-17.28,H-cell,,,,9750.0,,,
1564,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.2,C3H7OH,6.92,,-17.28,H-cell,,,,9750.0,,,
1565,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,H2,32.39,,-18.9,H-cell,,,,9750.0,,,
1566,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CO,7.23,,-18.9,H-cell,,,,9750.0,,,
1567,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H4,14.15,,-18.9,H-cell,,,,9750.0,,,
1568,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,HCOOH,19.18,,-18.9,H-cell,,,,9750.0,,,
1569,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,CH3COOH,2.83,,-18.9,H-cell,,,,9750.0,,,
1570,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C2H5OH,8.81,,-18.9,H-cell,,,,9750.0,,,
1571,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C3H6O,8.81,,-18.9,H-cell,,,,9750.0,,,
1572,45.0,,2024.0,Crystal facet effect induced by different pretreatment of Cu2O nanowire electrode for enhanced electrochemical CO2 reduction to C2+ products,,,https://doi.org/10.1016/S1872-2067(21)63981-5,NS‐D Cu,Cu1O0.025,Cu2O,Cu,2.56,sphere,,225.04,243.32,261.61,,,,95.0,5.0,0.0,glassy-carbon electrode,KHCO3,0.1,6.8,-1.3,C3H7OH,6.92,,-18.9,H-cell,,,,9750.0,,,
